"cluster","x","y"
1,-15.828957,-51.05222
0,57.440567,11.018543
2,85.14795,-21.93377
1,5.290743,-68.73511
1,-3.96697,-84.60755
1,25.724478,-58.78097
1,71.7975,16.246977
1,-25.31274,-78.58786
1,-13.212469,-68.26358
1,57.198627,2.4938557
1,31.132587,-23.071316
0,78.94118,5.568301
1,-2.516176,-70.57441
1,-4.356199,-68.66263
1,-25.555605,-73.71184
1,26.062435,-76.529526
1,-6.9476786,-68.09948
1,1.2346168,-61.045467
1,13.568451,-66.898735
1,-22.477352,-71.87242
1,17.086292,-54.200832
1,47.190052,-32.477818
1,12.205244,-52.51528
1,1.3865647,-84.006874
1,8.945972,-85.677216
1,28.107998,-23.323633
1,2.7321777,-48.33217
1,-8.458497,-66.96389
0,61.145954,-26.697937
1,-9.696523,-51.15002
0,54.201866,10.520173
1,14.744125,-82.309875
0,73.58358,17.051367
1,40.55534,-23.58518
1,39.067173,-25.982077
1,6.688722,-83.510826
1,-11.10067,-66.410164
1,33.603104,-63.670116
1,-8.59299,-64.25545
1,-9.817931,-53.68146
1,-7.8714085,-55.456142
0,38.277004,-27.593405
1,29.647562,-65.58434
1,17.669697,-41.008453
1,22.929632,-80.65294
0,56.692623,-27.508944
1,-14.285868,-52.610054
0,66.254265,8.058373
1,13.895409,-74.435486
1,4.216505,-83.53608
1,-14.670966,-80.22652
1,13.79262,-56.78082
1,18.16284,-57.713497
1,-16.710674,-74.99347
1,2.6338184,-73.77432
1,-12.135003,-65.86839
1,0.5114895,-79.889336
1,-2.0099728,-62.80352
1,3.9253373,-53.3167
1,-21.20567,-75.5618
1,-10.23137,-40.433
1,-0.28121823,-73.51075
1,-15.642687,-59.899727
1,-22.13881,-76.36926
1,31.149763,-41.204723
0,56.317696,-26.546913
0,83.775246,4.5203757
2,83.47805,-19.893581
1,28.029428,-72.81444
1,-8.544232,-71.148834
1,0.6261576,-78.67064
1,18.367128,-77.05196
1,-0.63679916,-84.113945
1,-23.296642,-72.856766
1,3.5689325,-50.34852
1,8.074485,-63.176105
1,-6.748959,-82.469025
0,47.83295,-32.573666
1,-26.176596,-75.92684
1,-24.36115,-67.59849
1,-11.00541,-69.027245
0,43.403103,-28.925404
1,42.077812,-28.97338
1,-14.013781,-52.95216
1,10.693707,-65.978516
1,1.2772421,-71.5672
1,23.227732,-57.807987
1,51.664505,-46.831173
1,16.353214,-57.031494
1,1.7968454,-76.578415
1,-10.497863,-43.35152
1,-22.6703,-80.56572
1,-5.6182227,-45.71622
1,-13.964882,-43.403156
1,13.446903,-69.43617
1,11.854542,-64.37924
1,4.0547447,-78.7087
1,5.133874,-61.487656
1,-9.091348,-80.10782
1,20.960045,-78.96821
0,42.56211,-20.129015
1,8.470829,-57.3778
1,43.793312,-70.17361
1,-21.998295,-79.49746
1,0.36819154,-37.76141
1,6.229319,-68.575356
1,7.7722135,-63.731903
1,5.2011194,-85.15028
2,85.05874,-23.821398
1,12.460633,-70.25201
1,-3.257539,-66.28224
1,-23.140848,-66.11593
2,83.53963,-21.559956
1,-24.140913,-72.504906
0,53.327568,-25.486134
1,33.458076,-50.540443
1,16.965878,-57.817516
2,82.18065,-20.271252
1,-12.87656,-50.766323
1,34.400463,-68.558304
1,-6.7566295,-44.061573
1,20.398125,-67.97691
1,1.0735037,-65.49652
1,-7.3318715,-55.468258
1,-7.9404354,-83.080795
0,72.597916,13.785131
1,-2.284054,-65.98871
1,-15.674385,-78.64089
1,24.611008,-68.60598
1,2.3361435,-56.637444
1,-16.373632,-45.018177
1,-2.1114953,-44.480675
1,-0.9558653,-74.238045
1,-0.080901876,-45.21581
1,5.3617573,-64.37258
0,57.795753,10.188855
2,79.0331,-21.331785
1,-21.104261,-77.13572
1,17.33358,-71.29167
1,40.00756,-73.0943
1,3.1093562,-49.66994
1,43.250843,-35.405403
1,22.710363,-63.45232
1,-2.084539,-41.869083
1,-4.7232337,-61.829525
1,-9.471369,-74.16353
1,25.545881,-33.69983
1,13.519652,-79.77572
1,-12.22958,-57.49857
1,-8.148247,-76.6178
1,-4.763453,-83.58218
1,-2.0603175,-74.75756
1,-5.905006,-40.904762
1,2.4288094,-76.92195
0,51.86381,8.212619
1,3.5482187,-54.501564
1,22.69302,-75.08946
1,35.331913,-28.819748
1,33.05913,-58.431858
0,38.05927,74.79697
1,9.097097,-32.621315
1,36.606045,-25.501593
1,26.321299,-23.596958
1,5.610195,-60.085846
1,-23.275969,-70.73852
0,74.19083,14.341911
0,55.1566,11.079494
1,14.773831,-73.46135
0,63.293903,-25.904442
1,41.505173,-24.76204
2,79.34786,-21.633198
1,2.4866188,-60.003677
1,-24.457773,-74.78967
1,13.795079,-62.802116
1,-20.411919,-80.24514
1,41.25283,-34.544697
1,9.561601,-33.579033
1,-7.3361225,-52.273148
1,-0.3103658,-71.708664
1,14.306531,-46.61078
1,23.254496,-62.504463
1,43.125546,-28.1256
1,43.041924,-70.739044
1,14.022713,-50.39211
1,42.271507,-50.44085
1,-13.584216,-61.00406
1,-5.2316914,-62.50539
1,3.161714,-78.80866
1,-8.477749,-67.87678
1,11.027298,-52.74799
1,18.362885,-74.8255
0,38.8198,71.519485
0,52.956978,11.584849
1,-11.127618,-83.28284
1,8.012093,-59.010822
2,79.04696,-20.59151
1,1.357478,-71.40065
1,-19.764885,-68.84123
1,6.877866,-64.50846
1,-6.422931,-65.86887
1,29.96679,-70.98744
1,-11.729529,-53.86007
1,25.75845,-24.027327
1,-20.619741,-70.96908
1,-5.9395504,-48.66088
1,-5.8967314,-56.693745
1,-6.1785583,-70.17404
1,47.79799,-46.789013
1,30.383646,-28.935286
0,37.33748,68.5799
1,37.929302,-47.058643
1,49.420345,-28.914278
1,-1.6730424,-44.788147
1,-23.945736,-73.626526
1,-12.375331,-68.077576
1,-7.440434,-83.84052
1,6.8066435,-69.812996
1,41.017956,-66.631294
1,5.312773,-57.71919
1,-11.364088,-58.365025
1,28.645864,-62.056904
0,54.449097,10.316738
1,5.598903,-69.71186
1,20.746971,-73.86456
0,51.773724,-21.942244
1,33.164017,-27.633028
1,15.98999,-43.449467
1,-10.876189,-50.513554
0,77.77923,-2.1314204
1,-15.318623,-45.752506
1,28.361595,-77.30018
0,62.51017,-32.188713
1,-2.0846555,-65.2898
2,84.72354,-23.674513
1,17.356548,-71.48921
1,43.980072,-51.3713
1,-1.3065128,-41.237198
1,19.395802,-76.85053
1,-10.255565,-66.56055
0,29.244,69.39237
1,39.81432,-71.6722
1,24.035673,-80.8566
1,22.493114,-62.892155
1,11.84333,-79.64291
1,-3.005455,-51.882023
0,37.68086,74.07017
2,84.42523,-23.914757
1,2.0903156,-49.188072
1,30.249962,-61.789837
2,84.948494,-20.91291
2,85.2903,-22.923067
1,9.873055,-43.089966
1,-14.794465,-83.493546
0,48.063187,-33.7993
1,23.453941,-57.506546
1,2.489703,-76.96239
1,32.995354,-22.951553
1,13.618744,-80.7341
1,43.98556,-58.93498
1,12.740711,-65.196266
0,35.43585,69.924805
1,8.841316,-84.48247
1,-1.6221532,-45.102264
1,-0.19380023,-44.250786
1,9.766578,-45.558784
1,21.084286,-58.639225
1,21.352848,-77.28466
1,-11.270151,-77.96313
1,-22.361534,-64.35274
1,6.1150947,-78.64699
1,25.5724,-55.902973
1,23.200687,-60.14989
1,-11.689106,-39.62277
1,7.166293,-45.53634
1,4.4687867,-68.0784
1,8.720707,-58.833073
1,-13.467628,-66.48321
1,-25.363276,-69.12683
2,75.93464,-16.762022
0,54.33588,10.87257
1,-19.78495,-77.31535
1,26.975622,-78.30454
1,39.43888,-36.033485
1,-7.254003,-53.386837
1,12.579356,-72.3733
1,-9.046495,-41.439774
1,-10.7563715,-60.888206
1,-2.0843046,-70.61019
1,43.788895,-34.366226
1,-4.7106824,-64.07439
1,11.543859,-52.642292
1,4.8073797,-44.426888
1,-15.30151,-77.37667
0,47.88774,-24.047897
0,53.865665,-26.213707
1,12.344233,-73.10712
0,37.799088,73.90412
1,-5.863885,-83.85373
1,-6.642443,-56.989685
1,-21.570047,-74.0301
1,21.201614,-78.97473
1,-19.185762,-72.99264
2,84.863525,-24.20494
0,77.343864,7.7637267
1,-9.014421,-62.05894
1,-13.729074,-50.502956
1,24.362085,-33.520847
1,-12.152813,-52.751907
1,10.029182,-49.297962
1,25.762428,-80.14053
2,80.63807,-23.134804
1,28.631102,-63.35436
1,9.276342,-61.47654
1,-7.055461,-62.21864
1,8.933886,-49.062115
1,-9.293229,-74.08301
1,12.442987,-46.192375
1,2.5647118,-51.131126
1,10.943102,-47.767586
2,85.14175,-23.718727
1,-22.96553,-68.54334
1,-0.70562255,-66.47562
1,-17.553404,-69.27254
1,-9.079446,-58.337315
0,75.498955,-12.32029
1,-5.677581,-62.10925
1,-12.301148,-40.404335
1,6.84693,-46.444084
1,3.2247543,-78.092125
1,-0.52064794,-37.948368
1,35.482967,-24.285513
1,18.257193,-59.90543
1,-5.781052,-67.20797
1,-20.944836,-80.388954
1,-13.387636,-50.57429
1,-6.2040644,-78.39523
1,34.25784,-31.286354
1,58.359856,13.644254
2,83.166756,-20.710289
1,-16.034056,-60.790977
0,62.51126,-32.186962
1,4.697013,-63.735046
1,31.120235,-63.564445
0,74.804985,-2.9030929
1,-6.024691,-53.209026
1,37.366886,-37.015438
1,12.045903,-64.957664
0,82.5116,5.5800157
1,-6.2068443,-45.93169
1,-7.605865,-62.28478
1,-12.074539,-68.236984
0,62.5171,-32.189823
1,-14.32924,-75.75755
1,23.144428,-77.02851
1,-12.940599,-74.50222
1,-4.123185,-67.74853
1,-8.939864,-43.412796
1,14.442149,-49.850395
1,-13.48931,-51.33978
1,1.9813263,-73.597786
1,23.209055,-59.7667
1,24.925604,-57.265526
1,43.450874,-29.135386
1,47.584732,-46.712578
1,3.4675016,-78.96852
1,-5.634651,-43.618557
1,-11.52235,-69.58864
1,-7.813232,-60.02449
1,23.820711,-81.83884
1,9.846059,-45.322823
1,49.57541,-44.401463
1,13.171978,-77.66875
1,-13.670303,-61.0729
0,39.214222,-19.716587
0,81.66278,6.4812055
1,-5.5569963,-66.65176
1,1.4446079,-37.939693
1,14.799199,-67.65254
1,8.541065,-46.505356
1,21.669067,-77.47915
1,-5.352474,-85.522514
0,55.33392,-26.036957
1,-24.0874,-78.21347
1,21.670244,-66.96114
1,14.739006,-45.96909
1,1.4254125,-73.20387
1,1.0183017,-76.00835
1,-15.234378,-81.31684
1,-19.25424,-73.59189
1,15.243755,-77.9218
1,6.910362,-48.05237
1,-5.9464164,-84.19794
1,-10.2028885,-45.706768
1,7.394934,-84.793304
1,-9.902662,-80.68755
1,45.78731,-31.957716
1,10.56388,-58.044815
1,12.846921,-73.19828
1,-11.551219,-80.44757
1,30.431086,-72.105255
0,59.235348,-27.041286
1,-11.690777,-82.51375
1,-7.9064894,-54.046555
1,-25.65728,-73.76568
1,-11.727503,-63.43454
1,-6.051737,-57.335663
1,-11.577989,-80.240425
1,-8.154759,-44.54884
1,28.848818,-78.266045
1,-26.126907,-70.26539
1,-2.9999232,-78.90434
1,18.515892,-69.69125
1,27.364939,-64.839935
1,33.53738,-30.016129
1,1.4873122,-77.3817
1,-13.317205,-42.546333
1,22.260702,-69.308586
1,-8.839428,-83.96858
1,17.823524,-65.35529
1,3.63821,-56.28673
1,-12.616977,-82.57134
1,1.5342803,-55.121883
1,-12.541266,-61.35767
1,12.369366,-52.7904
1,-26.205732,-71.0228
1,-2.676758,-70.23967
1,36.044716,-72.893875
1,7.9273205,-47.636696
1,-10.896795,-55.08991
1,-25.401287,-72.80356
1,0.652333,-70.57794
1,24.886255,-79.85708
1,6.162231,-43.90279
1,44.003742,-69.27115
1,37.12217,-23.771822
1,-5.812883,-53.78431
1,42.8268,-34.726284
1,11.385621,-74.618996
1,9.014231,-57.786983
0,52.252846,-25.967165
1,13.36482,-70.78605
0,31.43826,64.48518
1,14.668936,-58.188015
0,41.721363,-32.3361
1,9.058371,-79.229706
1,21.268902,-74.863106
1,14.572033,-62.44671
1,1.8503581,-62.475914
1,43.247826,-31.870857
1,28.467903,-77.02182
0,38.38936,-29.815779
1,27.893024,-78.686104
1,-9.684291,-65.96472
1,-16.10865,-52.73724
1,35.866344,-70.31115
1,-15.485434,-46.023823
1,36.117172,-23.199757
1,15.9496565,-51.71605
1,-8.797585,-44.009754
1,17.58375,-75.38172
1,29.998598,-73.20126
0,62.19928,-9.744009
1,9.480804,-44.639736
1,23.189688,-80.58244
1,-10.322666,-40.127884
1,-3.9098046,-55.42288
1,23.500565,-71.36894
1,25.554983,-75.24945
1,21.048294,-65.71477
0,70.9987,11.12196
1,-22.975286,-71.81921
1,-9.315819,-52.283104
1,-19.573442,-71.09504
1,12.380065,-49.27657
1,-7.2009964,-75.29831
1,-5.1168833,-84.882484
0,29.717318,59.830086
0,49.870087,-39.271942
1,36.69261,-26.25904
1,-9.680265,-58.515896
1,-9.981161,-67.11091
1,-10.003087,-59.850582
1,-15.6305065,-84.186646
1,26.427101,-62.56839
1,38.4718,-31.503012
1,46.853252,-32.07375
1,38.70196,-19.341522
1,-12.540796,-50.958744
1,6.683771,-83.8721
1,14.315476,-45.7322
0,66.71101,44.012722
1,13.79024,-56.834785
1,13.400901,-81.83076
1,3.4018793,-54.946213
1,40.24922,-27.168549
1,4.81998,-44.25185
2,83.67554,-20.96963
1,4.794121,-61.700516
1,-5.7567344,-58.17005
1,6.826776,-47.725937
0,34.77746,71.181
0,78.72148,1.38616
1,-1.990964,-51.926456
1,39.05283,-71.01427
1,35.051376,-21.756245
1,22.3837,-51.229633
1,41.600834,-32.27319
1,16.874754,-56.246395
1,0.7455394,-81.34707
1,43.19784,-32.662785
1,1.3996526,-42.229355
0,67.16185,10.462005
1,-7.7458053,-59.985394
1,39.08926,-31.17094
0,75.85611,8.1706505
1,7.001886,-48.567036
1,40.642483,-63.62277
1,-6.2638607,-52.67118
1,11.6412325,-66.69131
1,42.030033,-35.163605
1,5.4889917,-69.040276
1,45.400253,-40.788017
1,-12.829029,-52.520622
1,3.502318,-82.2898
1,28.003311,-26.344042
1,36.57267,-20.930948
1,-26.337774,-70.344505
1,50.957867,-45.610416
1,-11.193728,-66.50092
1,-10.484739,-48.72022
1,17.51432,-65.45507
0,79.68017,8.587567
1,-8.720433,-42.97285
1,13.244998,-80.27889
1,0.7406564,-70.92372
1,15.328247,-80.250435
1,37.883812,-74.40917
0,44.153625,-22.601675
1,-0.18459375,-84.3093
0,79.160835,6.018856
1,33.133606,-22.999256
1,23.446268,-71.80062
1,6.3271627,-48.695103
1,30.50871,-77.08911
1,21.561592,-73.92399
1,-6.3757,-52.501858
0,61.338596,-26.500761
1,5.9999557,-79.89758
1,20.36322,-52.102257
0,38.559994,12.410211
1,14.457332,-78.4822
1,-10.121845,-50.712414
1,-4.738262,-61.82407
1,46.7829,-31.216326
1,19.033497,-60.935722
1,35.967655,-22.177002
1,-17.443642,-69.92827
2,81.15111,-20.667793
1,5.543873,-56.724476
1,-11.134297,-60.119038
1,9.769016,-49.7769
1,13.381646,-68.72502
1,10.272619,-43.36125
1,38.56976,-31.278399
1,-2.6002858,-85.29461
1,12.347392,-43.80666
0,41.287914,-22.179125
0,59.60804,-0.16557366
0,55.435337,-21.665812
1,34.945004,-25.967916
0,46.10362,32.213367
1,45.110493,-32.47981
2,79.08883,-19.921125
1,16.299013,-48.684734
0,74.29581,4.489708
0,47.26016,-33.724056
1,6.448509,-68.99746
1,-9.191786,-44.316387
1,-2.7745054,-54.40997
0,48.24034,-30.59559
1,-13.047403,-43.297314
1,10.67789,-52.920948
1,12.035098,-75.45241
1,-7.2901845,-42.027267
1,-3.6415846,-82.824455
1,-22.58875,-65.22842
1,-11.394959,-58.659554
1,-10.320424,-48.574734
1,52.109497,-46.688602
1,44.0201,-51.508854
1,10.037205,-45.516945
1,8.988889,-48.662792
1,39.897972,-28.393103
1,16.206907,-70.845764
1,-8.560481,-41.646957
1,-24.593172,-66.23102
1,50.70693,-48.010624
1,26.052008,-24.378555
1,20.779163,-51.53103
1,45.452362,-32.80848
1,46.309612,-32.553513
1,-0.29271358,-36.405735
1,1.1540264,-40.007366
1,22.133196,-76.46708
1,20.8314,-64.91858
1,21.607468,-77.98328
1,44.198433,-31.96104
0,59.50768,-27.865292
1,-6.0604634,-48.28193
0,44.689217,-22.317282
1,-1.014918,-81.04319
1,-0.56410193,-66.3125
1,-25.640142,-68.968834
1,-12.757977,-84.31171
1,73.161446,15.242981
1,1.2426938,-84.115814
0,47.674236,-33.904766
1,44.890762,-34.72189
1,-6.201291,-66.05871
0,38.40493,-27.668385
1,-1.7165444,-63.87943
1,4.551559,-54.59752
1,-4.124991,-61.531483
1,17.129732,-57.512325
1,5.0899897,-55.781982
1,16.594936,-72.83164
1,18.783136,-72.463615
0,69.595345,16.42545
1,41.359684,-24.95644
2,85.25075,-22.685654
1,53.380863,-47.341248
1,-11.3785095,-39.82815
1,21.69205,-54.408066
0,52.36137,-9.26316
1,-7.614645,-82.666824
1,17.526978,-69.77774
1,43.472027,-37.44036
1,-6.3405776,-52.70898
1,30.478388,-42.908897
1,-0.8742834,-47.881496
1,30.229597,-71.13216
1,26.827538,-75.05064
1,-5.9324207,-40.859047
1,25.18381,-76.036224
1,-26.159771,-70.90687
1,14.40908,-69.535484
0,38.384277,69.13755
1,13.613105,-62.897213
1,-19.437813,-82.98149
1,12.701377,-69.4396
1,49.604248,-44.662792
1,38.091866,-44.63341
1,1.9536716,-56.709015
1,24.318628,-73.980965
1,46.380974,-37.67027
1,5.2558312,-82.2992
2,78.92369,-19.558197
1,14.043101,-79.18613
1,53.457138,-47.18167
1,14.160502,-79.543106
0,55.57228,-24.73877
1,41.74612,-25.207426
1,40.570354,-24.083967
2,85.01466,-21.40601
1,13.94903,-71.999176
0,43.401676,-25.950579
1,53.32321,-47.471363
1,5.564151,-61.09181
2,74.56199,-17.7687
1,-11.835374,-57.180843
1,33.80811,-28.547953
1,-18.66625,-70.364655
0,38.16222,76.55381
2,76.084885,-12.161825
1,11.243286,-65.65607
1,-22.602337,-79.45337
1,12.1816635,-48.836563
1,-2.338799,-51.71706
0,38.671112,75.294525
1,-1.0282942,-48.865055
1,16.073908,-52.08703
1,-18.920713,-73.88754
1,-18.8307,-70.550476
1,15.761601,-62.274406
1,2.5248554,-50.26514
1,-11.894766,-82.413376
1,-12.0412855,-39.840847
1,32.339622,-69.554375
2,74.34623,-17.921974
1,-1.5889841,-75.59289
1,14.08633,-47.01459
2,84.91187,-24.067137
1,31.251411,-22.071598
1,16.223465,-54.450455
1,39.31224,-24.215797
1,-5.8005424,-42.62423
1,27.441679,-74.65188
1,36.10015,-73.671974
1,8.779104,-44.228294
1,-10.477727,-77.09483
1,-9.287779,-85.89367
0,57.06472,-25.90695
1,23.859037,-78.68315
0,78.397575,6.736044
1,16.694628,-62.728344
1,8.626918,-83.7344
1,26.826834,-77.44826
1,3.903826,-50.582535
1,23.678862,-71.78715
1,50.40237,-53.755363
1,-10.826186,-77.75969
1,11.475732,-45.91378
1,-25.829388,-73.925606
1,5.865507,-80.12699
1,7.1273947,-42.7819
1,-14.367853,-42.930733
1,22.084621,-44.158207
1,27.309105,-23.47187
0,57.24001,-23.638556
1,19.32257,-76.88192
1,0.6338845,-47.27001
1,-5.8237767,-85.5661
1,4.3904004,-44.30639
1,-0.4997406,-35.864124
1,-13.355765,-41.30305
1,28.350874,-41.548588
1,-14.015018,-67.83692
1,-22.879007,-71.61775
1,-15.068502,-44.493168
1,-19.294607,-76.30885
1,-22.491594,-77.77476
1,-11.4755,-61.680927
1,-16.029957,-78.4147
