"cluster","x","y"
1,-11.48219,-68.84265
1,-5.9169445,-40.987427
1,10.124541,-42.371216
1,43.948643,-59.118973
1,4.7426577,-83.90823
2,84.78545,-24.317392
1,-22.500109,-70.413826
2,85.202194,-22.704208
1,-26.294205,-75.76956
1,1.40212,-49.784298
1,-0.7042497,-66.52328
1,-16.234188,-44.787205
1,5.9918256,-46.556755
1,16.424435,-62.320747
1,-7.6183753,-44.85375
1,23.39434,-57.61921
1,10.8819475,-78.5115
1,-0.3100593,-83.851685
1,-13.473777,-58.33645
0,58.330162,13.245774
0,51.824043,6.278405
1,44.537067,-31.00555
1,13.956924,-50.567326
1,-5.9972863,-41.188812
1,21.485933,-42.350067
1,3.1709425,-73.795425
1,10.634861,-43.69706
1,41.73681,-27.92621
1,43.24733,-25.158945
1,29.741203,-22.963348
0,71.7068,5.2595015
1,42.8943,-50.641994
1,-8.796946,-64.389694
1,17.810656,-77.444595
1,24.847567,-57.124138
1,16.1593,-51.461792
1,37.9248,-74.28622
0,78.433975,8.457057
1,37.69497,-27.448935
1,14.138822,-53.23196
1,21.600925,-80.3272
1,39.71567,-29.467367
1,17.481396,-72.587135
1,-5.7450776,-62.087074
0,48.743378,-33.43982
1,-16.964025,-46.22068
0,48.55133,-33.40398
1,-6.9272227,-52.344166
1,31.858957,-72.19998
1,-23.679407,-75.991615
1,-14.198107,-55.944607
1,-18.706884,-67.39081
1,41.329224,-32.29062
1,-8.354066,-81.3104
1,-23.254232,-72.81299
1,-16.73103,-45.931934
1,-20.03894,-73.79627
1,29.02624,-77.80365
1,15.097288,-67.44054
1,42.90819,-32.647297
1,39.20271,-34.492264
0,48.45257,-34.94196
1,36.858772,-29.112457
1,-6.021264,-46.551163
1,12.022162,-83.366035
0,57.781162,7.5970345
1,-9.74773,-69.915794
1,8.321448,-47.174316
2,80.32192,-18.961422
1,44.36109,-32.97289
1,69.33333,8.8674345
0,41.051235,13.504699
0,40.933376,-21.026356
0,34.15138,74.689735
1,-12.367989,-40.393032
1,14.879653,-62.502045
0,47.18465,-36.060116
1,-15.587621,-47.48306
1,-7.012924,-43.225693
1,39.543354,-29.721695
1,25.403152,-24.555006
1,1.9137298,-73.56374
0,71.04941,9.685417
1,-26.754932,-74.05259
1,8.811052,-50.26425
1,-23.743866,-70.126724
2,74.032646,-18.301025
1,-6.964964,-60.915855
1,-6.524375,-52.202564
1,35.121357,-30.065369
0,40.62511,-21.090904
1,-13.458816,-43.37655
0,71.28525,4.289281
1,-1.5658065,-50.55946
1,20.560612,-52.55599
1,7.4257927,-55.797443
1,20.255018,-39.33891
1,13.835517,-78.551735
2,84.92473,-24.090435
1,-18.353346,-69.27537
1,34.28753,-28.407722
1,-13.409631,-42.619114
1,-2.919606,-51.986614
1,-17.230043,-77.48404
1,33.4215,-23.42435
1,-1.3067158,-48.829575
1,17.464344,-54.102848
1,11.71756,-41.8088
1,42.60427,-31.252989
1,-12.662875,-82.83284
1,-1.8978125,-85.34499
1,15.617101,-73.06371
1,12.713961,-67.15928
0,53.72742,-27.997152
1,-23.387321,-70.48896
1,-22.00642,-77.63998
1,-2.761517,-70.35611
1,6.584817,-44.222664
1,17.52271,-75.200424
1,-19.480133,-71.925575
1,-13.475637,-52.254604
1,30.166214,-27.889196
1,38.531425,-36.605507
1,-13.082317,-75.73039
0,72.256294,9.482159
1,60.766808,12.252207
1,-9.778248,-60.029915
1,-26.131683,-75.892555
1,22.552681,-66.86817
1,-6.351511,-67.12497
1,-6.8160167,-43.173485
1,1.9553908,-62.793213
0,53.56761,-28.024206
1,15.03882,-49.23546
1,41.855404,-50.245777
1,30.670023,-21.760645
1,-19.528727,-67.75425
1,33.366055,-23.473562
1,-4.4703875,-68.598404
1,-0.9330415,-63.78197
1,13.868906,-66.6662
1,-10.67999,-79.500336
1,10.411109,-57.657745
0,56.229065,-28.936626
1,43.00125,-37.50612
1,18.925438,-69.81564
1,47.056896,-37.144257
1,-4.21271,-33.580482
1,-15.904606,-60.690704
1,38.423923,-71.69945
0,55.305225,-21.798702
0,34.729282,73.619225
0,32.652664,67.29552
1,1.3091908,-49.64169
1,-7.0284376,-77.54848
1,-6.8266506,-56.353947
0,46.966805,-24.646133
0,74.795105,6.5728345
1,26.41627,-64.41131
1,10.736204,-52.32514
1,-20.251665,-82.82374
1,-12.772024,-40.712982
1,41.095367,-31.136663
0,55.85868,7.3799376
1,23.925604,-74.35334
1,11.94755,-49.585922
0,27.458273,53.53378
1,13.3620205,-83.14927
0,34.713615,-18.793999
1,10.357545,-43.789494
1,-22.235537,-70.80158
1,25.064705,-68.087845
1,-6.0768733,-46.678062
1,16.750195,-69.793625
0,69.150345,-15.595142
1,11.762433,-65.18978
1,-16.899744,-70.49471
1,-4.383883,-74.23815
1,26.07177,-68.32409
0,41.168,13.510482
1,21.43627,-77.124695
1,3.376307,-49.873608
0,71.63317,-12.651394
0,57.364697,-19.583752
1,21.514977,-70.20444
1,43.92789,-31.79907
1,53.34166,-47.143375
0,61.454998,-24.226841
1,27.80775,-78.94215
0,27.634085,65.53271
0,37.37414,77.056725
1,5.7102823,-55.885777
1,-5.4532514,-45.322845
0,79.7905,6.898218
0,61.233704,-4.194733
1,-2.8517823,-70.39964
1,-2.9224288,-83.49133
1,26.149002,-75.58865
1,5.071867,-44.033493
1,-2.4849677,-75.74697
1,37.34811,-28.335657
1,-17.921034,-69.22219
0,35.3496,70.16458
1,42.02451,-35.138367
0,76.77278,7.838711
1,-25.143341,-67.79158
1,14.715111,-66.5016
1,-25.449406,-74.98685
1,-6.059569,-74.847565
1,13.063836,-52.314228
1,-22.252281,-66.72894
1,-10.806879,-51.71032
1,-14.523804,-80.171074
1,-11.404435,-39.256935
0,51.56804,8.493536
1,14.305303,-64.90119
1,11.097084,-57.865276
1,20.283142,-54.919643
1,45.89226,-32.252266
1,-2.298316,-68.41268
1,33.079124,-22.46055
1,50.289818,-52.935543
0,35.712368,74.23405
1,0.15878417,-39.099834
1,-6.662259,-43.16269
1,11.481138,-48.036472
0,53.595524,-21.821476
1,44.266598,-60.765102
0,43.888725,-24.031845
1,-0.9530749,-40.9842
1,6.3318887,-43.639668
1,30.526304,-72.00959
0,63.461212,11.387708
1,4.1665015,-66.68583
1,43.395226,-28.94749
1,5.5367737,-43.896687
1,14.588616,-62.14847
1,-15.177577,-45.253044
1,-22.591867,-81.040184
1,48.20744,-47.34298
1,-8.776757,-84.14465
1,-6.0306764,-78.0224
1,-21.56636,-74.08281
1,42.420715,-36.587845
0,36.20612,-21.346586
1,9.539624,-83.34077
1,50.678898,-48.22613
1,44.670494,-62.357975
1,-4.1182933,-58.168617
0,54.010437,-20.58405
0,36.20412,72.120255
1,40.70995,-28.130503
1,27.97154,-23.952318
0,54.216194,49.123554
1,34.118217,-26.362852
1,-0.37509272,-78.66875
1,21.754587,-54.014412
1,-4.1432047,-33.463173
1,1.3509686,-37.87217
0,63.642452,48.39969
1,24.073729,-70.299164
1,47.17463,-47.44636
1,39.310555,-34.999054
1,-6.2997375,-77.08255
0,72.23002,-2.4449887
0,37.962917,-21.244804
1,-5.2458816,-53.773884
1,17.661787,-63.77845
1,-9.615735,-46.00726
1,21.37514,-68.819695
1,16.648865,-62.77155
1,4.7975764,-84.17743
1,60.195282,12.214929
1,26.56515,-68.226654
1,11.489918,-80.56835
0,37.29735,76.15723
1,15.090737,-66.51884
1,-11.932626,-46.076775
1,23.298666,-60.98725
1,-4.4305,-85.806725
0,44.093864,-22.491776
1,43.497604,-33.23524
1,41.38239,-49.92187
1,-16.070862,-65.40131
1,41.809975,-39.60715
1,34.515263,-69.868515
1,-23.274183,-70.82005
0,26.605589,51.05959
1,8.976031,-43.081306
1,15.369252,-54.609818
1,-20.91282,-78.21461
0,25.458126,49.575012
0,61.36685,-27.931541
1,-4.049592,-82.55161
1,-7.3421288,-63.408253
0,65.52929,46.76961
1,18.518425,-73.1342
1,0.6094478,-78.67214
1,76.53731,-11.060016
1,-2.5770326,-70.39653
1,-1.5589721,-83.84727
1,67.94068,16.275238
1,32.412716,-23.402477
1,9.252712,-38.838047
1,22.770475,-30.986298
1,36.265602,-45.275063
1,-6.215811,-72.57878
1,23.72395,-65.06278
1,42.963654,-33.22372
1,-6.149487,-74.72629
1,23.45671,-74.580246
1,19.555456,-55.98459
1,-14.97998,-81.52108
1,15.250975,-56.65014
1,-6.565831,-53.2569
1,43.972355,-58.84545
1,-4.1021423,-33.02268
1,41.572193,-37.060505
0,24.612097,-5.7954235
1,-0.78310734,-40.529804
1,27.456043,-58.481358
1,3.2549138,-50.637474
1,-1.2544168,-64.194214
1,-26.793297,-80.022385
0,81.12374,7.4742312
1,28.170238,-25.408014
1,40.147205,-57.409126
1,10.420742,-56.617363
1,31.14146,-72.92562
1,34.23346,-22.128286
1,49.68744,-44.816273
1,39.76892,-73.13776
1,31.936584,-20.869114
0,84.28295,3.1016395
0,77.731316,2.0376241
1,-21.444412,-80.18358
0,17.164186,42.69123
1,12.026643,-61.635765
0,54.56325,-28.659727
0,26.760136,74.37182
1,31.932184,-20.958605
1,21.339981,-54.161575
1,-11.511489,-59.192036
1,50.72526,-48.428795
1,30.164812,-62.43923
1,36.063927,-73.742035
1,-3.0683217,-47.71727
1,12.246898,-81.8191
1,20.723486,-77.20904
1,10.041295,-74.021286
1,-11.350314,-40.985485
1,-7.291344,-75.98672
1,-12.1649275,-69.54006
0,80.78458,0.32077506
1,-20.55804,-73.000626
1,50.390827,-53.597874
1,39.094536,-35.23572
0,79.06893,5.54149
1,40.099537,-71.422
1,7.577273,-55.033726
1,-11.514425,-57.43688
1,44.05731,-69.89777
0,61.655334,-26.296019
0,69.96186,26.774168
0,58.181973,8.914295
1,1.7428306,-71.1534
1,45.141647,-61.794716
0,81.38937,5.928393
1,23.187939,-61.363575
1,2.566085,-76.87651
1,-14.9253845,-77.50774
0,57.81631,-26.214983
1,14.300705,-66.420845
0,77.97456,11.512927
1,29.440626,-26.74313
1,43.93109,-29.286736
1,-12.43084,-42.967247
1,37.716084,-72.419975
1,-2.804517,-42.793503
1,-9.554486,-60.556515
1,0.8368824,-81.73052
1,58.638084,13.282076
0,81.24526,5.723886
0,35.62361,74.75895
1,24.674124,-58.68059
1,-16.392084,-81.605705
1,-12.592237,-59.606464
1,13.942299,-67.35699
1,-5.3988013,-65.38547
1,-13.869288,-75.41751
1,9.30074,-79.05657
0,53.93966,2.6299837
1,22.7185,-63.014324
1,23.909101,-68.61136
1,7.9233193,-39.560444
1,37.042133,-69.82523
1,13.755665,-71.98758
1,16.656418,-51.139748
1,-22.472408,-72.88941
1,13.568893,-65.800674
0,83.0398,3.945273
1,12.4568205,-75.913536
1,49.889538,-50.57585
0,29.271162,70.21072
1,36.104637,-48.7338
0,28.657244,65.96783
1,13.193139,-71.20002
1,24.529804,-60.98731
0,28.035492,65.64627
0,74.68909,13.688551
0,62.690704,10.093373
1,-13.981569,-43.506737
1,-18.019878,-75.0159
1,42.37666,-49.773235
1,44.342674,-38.329853
1,-10.445646,-52.50189
1,6.814002,-48.25416
1,6.754193,-83.397484
1,-23.952614,-78.051346
1,-19.853434,-70.78076
1,-9.500528,-68.738556
1,31.346094,-72.80722
0,77.70161,-1.8091595
0,31.4686,64.54497
1,50.66096,-48.15783
1,-8.465544,-81.37374
1,-0.48807487,-37.062267
0,35.76299,70.12249
1,43.299023,-38.169678
1,35.664864,-24.013071
1,13.241321,-74.66714
1,-4.571895,-64.13235
0,36.058258,69.53749
1,-8.869291,-50.815933
1,-21.86117,-66.61628
1,5.788322,-67.25045
0,69.20295,-3.616794
1,5.0296173,-83.0684
1,-22.608805,-68.7824
1,-12.822447,-80.341225
0,38.076027,76.42322
1,39.024536,-35.860237
0,68.35917,-3.310772
1,-23.979355,-79.52352
1,-7.971288,-83.09544
0,2.5966463,55.787075
1,10.289395,-57.634647
0,57.424004,11.051819
1,0.30696675,-80.18843
1,-7.049658,-47.059937
1,22.786404,-80.45492
0,33.441467,72.133446
1,42.03496,-27.921597
2,84.37915,-24.739962
2,84.705536,-23.697573
1,-11.501137,-56.93533
1,38.392277,-73.69319
1,-12.968411,-43.942066
1,36.760624,-44.46815
1,37.38102,-71.84819
1,24.592527,-67.85846
0,32.44272,74.355415
1,0.05451189,-46.5975
1,-6.0974593,-72.54342
1,-8.588465,-52.765945
1,-11.137701,-66.59138
1,47.12213,-40.81094
0,60.445454,3.387354
1,-10.815705,-71.862434
1,-1.4554065,-83.80362
1,46.106174,-38.01463
1,39.252754,-63.80406
1,39.98096,-71.70275
1,17.217794,-75.00075
1,16.26983,-62.966
1,-1.973865,-85.71314
0,72.440506,9.287226
1,-1.2037292,-71.734665
1,6.680425,-43.34069
1,-22.458708,-69.9108
1,20.70652,-74.22082
1,4.622201,-44.150986
1,25.048698,-61.557243
1,26.15482,-65.21194
1,-2.0857112,-68.46707
1,-12.59969,-52.40294
1,1.278197,-67.54401
1,23.10718,-53.157497
1,11.818761,-81.308815
0,83.385376,4.709376
1,-11.959943,-46.09337
1,-13.922557,-56.988644
1,-8.937387,-69.75299
1,14.138826,-69.22898
1,17.672098,-69.40754
1,-14.135878,-68.693634
1,-3.0376215,-34.008045
1,48.901558,-47.903187
0,53.04167,-16.531641
1,8.50717,-43.331486
1,13.677312,-76.20038
1,14.0661955,-78.29191
1,53.22094,-47.7016
1,-18.986595,-70.6977
1,5.2399793,-61.207794
1,-5.130234,-69.561806
1,-13.577825,-78.039635
1,2.5519407,-51.200363
1,12.579157,-70.37904
1,-20.05035,-80.59117
1,-5.400769,-49.882774
1,-22.42717,-78.554245
1,-12.027382,-51.25033
1,-4.963166,-65.29
1,-6.7890015,-78.89459
0,84.53568,2.4963915
1,5.9255953,-67.890854
1,-7.7162204,-67.5604
1,21.975372,-65.23489
2,26.895073,74.85606
1,-10.605794,-65.30343
1,-23.63204,-78.01374
0,61.952385,12.787568
1,-2.8288891,-54.359528
1,-6.0995035,-83.5891
1,46.70894,-32.86996
1,-24.996803,-68.10988
1,-10.501037,-59.210697
0,40.94731,-22.126291
0,28.05763,68.63253
1,9.179962,-50.25179
1,-11.576691,-48.947563
1,-22.163818,-69.43787
1,-2.5784197,-70.2807
1,-23.053005,-72.548676
1,9.7034645,-55.28356
1,43.687893,-69.99872
0,80.132256,2.5506327
1,9.546539,-85.13833
1,-4.868809,-81.40731
1,-13.876206,-68.32264
2,75.446465,-19.081512
1,41.13979,-66.78528
1,-26.785286,-80.01754
1,14.392778,-67.592606
1,51.432484,-49.521664
1,29.512154,-72.70137
1,39.095543,-19.539305
1,-1.1812986,-64.93277
1,-18.781849,-74.40515
0,77.42077,10.952302
1,39.074615,-19.550385
1,10.201151,-66.34695
0,61.593693,-28.409113
1,45.63009,-40.302288
1,-22.75338,-78.35329
2,79.93989,-21.764948
0,36.247936,70.73031
1,11.070233,-53.275433
1,46.98937,-46.412636
0,36.170776,20.874727
1,-12.674353,-59.502712
1,48.34777,-49.63014
1,-6.314527,-69.25293
0,61.95202,-26.40231
1,-17.702608,-75.4396
1,-16.088043,-60.5819
1,-20.09771,-76.64679
0,48.239178,48.170506
1,-4.406672,-33.280903
1,-5.4571466,-58.799152
0,56.68629,3.1882198
1,-3.2669935,-71.03843
0,69.862946,-4.882224
0,58.067276,-26.544031
1,36.10389,-68.9519
1,27.861324,-25.647572
1,-4.2520404,-85.51959
0,26.643627,67.997826
1,3.159407,-79.08458
1,8.882493,-84.28552
0,69.60146,-12.898433
0,77.721886,2.0786057
0,48.473614,-35.716
1,8.779305,-44.854855
1,8.126003,-57.78567
1,-8.053031,-45.985004
0,80.67082,5.197613
1,-16.158035,-68.61219
0,51.813023,2.8666139
1,-7.5054913,-54.28813
1,-11.303246,-49.69313
0,34.56182,74.490364
1,13.489436,-66.02871
1,14.091969,-77.719376
1,9.917695,-57.676907
0,82.04181,5.8009887
1,26.970005,-59.201218
0,71.24418,-13.725264
1,47.42745,-30.115421
1,33.732815,-21.935469
1,39.65722,-30.139353
1,13.3693495,-58.459614
0,61.07498,1.7969673
1,32.43383,-29.127995
1,43.450703,-35.21897
1,19.503454,-56.226437
0,45.47026,-26.97121
0,35.583546,71.54494
0,53.2994,12.638547
1,20.966415,-51.21546
0,38.340946,75.46424
1,-18.571613,-75.66504
1,-22.777224,-80.45092
1,-18.721336,-67.596695
1,26.549732,-79.31721
1,21.774279,-80.18696
1,28.822983,-23.208813
0,34.16544,75.35974
1,-0.24158081,-71.6316
0,34.72189,72.714455
1,36.222965,-21.319056
1,-6.710161,-70.2983
0,80.807144,-0.4314576
1,-23.559048,-71.13697
0,62.16566,-27.502148
0,74.429596,4.4255395
1,68.9726,15.178901
1,-6.8324065,-46.93705
1,-4.563799,-65.45745
0,60.141476,-29.546785
1,40.68748,-24.264381
0,46.57123,-24.283758
1,-9.979839,-66.23334
2,76.202835,-16.184984
1,9.148186,-42.602627
1,-22.993404,-80.495605
1,13.445111,-83.02838
1,38.023354,-73.052
1,20.166641,-52.094616
1,23.225819,-32.034775
1,7.3449297,-46.339157
1,39.51816,-31.246714
1,-6.756345,-56.613495
0,35.588837,67.83969
1,52.36512,-47.29984
1,13.513969,-69.247406
1,50.2871,-52.879124
0,35.38938,76.94977
2,75.234924,-12.562427
1,10.250938,-49.63959
1,39.796555,-35.680523
1,5.349595,-68.82668
1,15.782339,-65.42154
0,37.218197,74.33525
0,55.58546,-28.76079
0,66.38555,9.294501
1,35.97063,-35.649338
1,33.370792,-25.545341
0,54.138165,50.104984
1,-14.31151,-76.911545
1,0.05285665,-60.93453
0,47.832615,18.089113
1,-8.295811,-82.95962
1,25.196545,-56.732277
1,29.355986,-73.60972
1,7.0805063,-42.42373
1,31.822557,-72.072495
1,13.642909,-76.57501
0,58.57058,9.51093
0,33.6996,72.544655
0,73.44805,13.5613365
0,31.657965,72.147064
1,53.177414,-47.723976
1,-5.890072,-69.7355
0,35.995316,74.07431
1,-2.6518786,-83.365906
0,27.750076,68.27806
1,35.373905,-36.374985
0,66.07763,-4.452283
1,-0.5076473,-49.507904
0,49.023594,41.16119
1,42.926746,-33.587944
0,46.524517,2.0414329
1,-16.431688,-74.200035
1,31.914898,-24.910938
1,33.88819,-28.402075
1,25.327751,-81.00602
1,67.31891,47.139675
1,11.583247,-79.35885
1,27.80012,-73.55462
1,32.167297,-70.9784
0,60.083054,-18.907324
1,-2.518286,-50.68991
1,39.27087,-28.80505
1,-16.656004,-71.12096
2,75.01731,-16.978111
1,27.287495,-24.621866
1,25.664488,-26.245764
0,49.070732,-3.1767876
1,-5.766438,-66.69181
1,20.573244,-61.56697
0,33.1496,68.39439
1,-4.1605353,-47.019917
0,39.09148,71.76251
0,40.4052,55.27241
1,-22.08725,-64.05325
1,-5.827581,-77.59408
1,29.903336,-23.48861
1,39.909363,-31.551186
1,44.0308,-34.439552
1,48.494503,-45.876064
0,69.489914,12.030269
1,-23.991419,-69.30531
2,75.133194,-12.608146
1,67.20082,46.735863
0,56.237885,-17.496544
1,20.90334,-65.13222
1,-25.193047,-73.71366
1,0.71558285,-37.70631
1,15.026438,-57.342575
1,-4.733137,-58.645576
1,-25.39121,-75.29545
0,62.201283,-26.208975
1,38.46513,67.37231
1,21.904898,-69.795395
1,-3.2515485,-86.10538
1,34.395115,-19.731928
0,81.46247,-0.1257475
0,62.610386,-23.465622
1,-5.653357,-53.44963
0,45.119057,-24.589647
1,12.458323,-62.255093
1,5.709268,-65.06599
1,24.164213,-66.84051
2,80.77734,-21.452438
1,52.675755,-45.94091
0,38.13248,-2.5261312
1,-11.059017,-41.038666
1,47.558777,-46.411205
1,12.860352,-69.446014
0,57.862278,-27.645634
1,20.24337,-59.537415
1,2.4232876,-60.149754
0,54.362877,2.249326
0,79.925766,2.7792976
1,17.912254,-68.2112
1,15.938834,-47.037613
1,27.706219,-57.972
0,41.551067,-1.320085
0,81.180626,-0.5812763
0,81.033005,7.4221344
1,-15.66571,-82.81853
1,24.739357,-57.35483
1,4.2439303,-55.52239
0,47.2467,-23.212214
0,84.417885,2.7002347
1,-2.5136886,-51.13617
0,51.588097,50.79299
1,1.9125129,-62.825
0,46.678974,32.344112
1,11.739019,-74.34295
2,77.66403,-21.219387
0,54.93838,50.31589
1,6.293421,-52.718273
1,36.583214,-26.13719
1,-5.600954,-50.463642
1,20.98491,-60.766384
0,81.25584,-0.9794798
1,36.193066,-26.334625
1,-0.13452761,-49.667053
0,37.499123,74.28969
0,59.95147,-6.9104996
1,-6.033582,-75.359985
1,1.3985258,-46.73872
1,8.34054,-45.380455
0,33.090748,71.3116
0,53.325417,-23.631926
1,39.894047,-58.56073
0,29.418036,61.787296
1,12.468188,-61.526478
1,0.9713767,-84.077545
1,36.25082,-25.34367
1,6.501491,-47.406292
1,37.15866,-71.67504
0,26.186184,50.56278
1,-16.429152,-74.69998
1,-26.787281,-80.020645
1,45.872547,-40.184895
1,-1.6807134,-64.502846
1,-6.3297796,-74.76787
1,1.3619334,-40.17765
0,23.628868,-9.895584
1,-10.2624855,-78.02367
1,44.618458,-62.5555
1,23.133099,-63.230335
1,-19.313986,-75.87237
1,40.59095,-31.832798
1,-7.992163,-64.785614
1,29.817774,-71.7973
0,80.533165,9.207812
0,37.66456,73.969
1,28.988806,-35.11956
1,24.259188,-25.657084
1,-1.3176056,-64.80042
1,11.583561,-48.083015
1,-19.576176,-77.6705
0,70.70253,-0.3564214
1,6.632642,-56.448696
0,36.3008,75.93274
1,-7.6487565,-77.925285
1,-11.74013,-82.476685
2,84.87088,-21.382748
1,-26.561172,-74.0844
1,-2.7977889,-34.556232
1,26.080627,-58.95695
1,13.892581,-47.118607
2,80.92373,-19.38802
0,73.57023,1.5185894
0,26.817558,74.53616
1,12.665822,-43.597614
1,13.737313,-79.83061
0,55.482635,-0.9872322
0,42.01366,-1.1762617
0,35.284122,69.58777
1,-5.030282,-33.758305
1,20.30856,-44.566208
0,41.52102,-3.4117987
1,30.114855,-63.699787
2,71.88678,-14.327572
0,84.406975,2.7841487
1,36.20897,-29.838322
1,35.970234,-67.94658
1,6.4419785,-54.407864
1,44.429443,-63.070744
0,48.301617,7.0445385
0,84.34106,2.6034963
1,-5.9421573,-67.25706
1,21.888077,-80.21433
0,65.3276,6.201853
1,-2.7510347,-83.285286
1,-5.68266,-52.07701
1,34.23308,-29.248497
0,44.91689,0.7846486
2,84.039444,-24.864538
1,10.519003,-73.93008
0,30.378603,69.636925
1,20.28846,-68.299126
1,7.607868,-38.799984
1,-12.119106,-47.02787
0,54.758434,-20.508846
0,54.27597,-28.944012
1,40.39145,-25.172243
0,58.139633,-26.700289
0,26.789465,74.51549
0,42.52312,-30.978369
0,53.61772,-17.12909
1,10.958466,-56.468197
0,54.89338,-28.462215
0,83.34674,4.7784586
1,38.082912,-59.571632
1,5.3340235,-38.27643
1,30.085932,-68.445015
0,60.931515,-28.839617
0,36.405193,69.36335
1,10.56178,-52.589592
0,56.33113,-28.220833
0,27.32022,70.62989
0,24.985704,7.6401215
1,7.7879214,-48.927376
1,-13.566597,-74.17496
0,75.06671,-10.324517
0,38.166454,-21.128824
1,1.9762452,-57.909794
0,37.936523,76.29771
0,59.894367,2.9201329
1,34.881916,-21.19818
0,71.4266,-1.8481884
0,52.91771,10.085444
1,45.029816,-37.508873
1,39.23621,-34.82397
2,75.47678,-18.10997
0,77.45799,0.18100283
1,30.509464,-68.26624
1,31.230785,-70.61117
0,59.21781,4.2570977
1,2.9037287,-73.95764
1,60.80799,12.926581
2,72.42674,-14.625779
1,8.017284,-45.18602
0,63.213863,11.1823225
0,38.705612,71.557846
1,25.562056,-47.017323
1,12.389476,-73.60051
1,1.2578355,-53.536083
0,56.28011,-1.3395249
1,1.1784016,-79.87419
1,8.298249,-39.395813
1,8.912352,-86.15277
0,77.48451,1.1924657
1,16.981388,-56.385
1,60.696815,12.305782
0,63.325844,6.123809
2,73.21657,-18.13041
1,10.337292,-56.91845
1,44.079185,-69.769066
0,72.6033,-0.4371552
2,84.20222,-24.775282
2,85.1074,-23.771467
0,45.140358,51.987953
1,11.823553,-43.963665
0,36.69321,75.72003
0,82.26098,0.051232673
0,61.55422,-27.929167
1,51.934967,-47.05986
1,28.026371,-65.957344
0,73.49665,1.8959755
1,2.8895361,-61.255657
0,44.031887,-6.748713
1,9.301807,-84.84236
2,84.20671,-24.766272
1,45.463974,-35.81371
1,43.821686,-51.465366
1,-23.189802,-77.61336
1,37.765118,-39.479717
0,29.389448,61.898922
1,18.856949,-40.4089
0,47.996872,-7.0296736
0,64.103096,7.2160835
1,6.1392756,-52.516296
0,66.90825,7.144219
0,54.773697,-28.686047
0,79.97179,8.434638
0,83.588234,4.4931545
1,-22.374481,-77.26555
0,38.971897,71.98524
0,70.98511,-0.8725644
0,61.559734,-23.49403
1,14.212307,-83.46523
2,84.77326,-24.337543
1,50.998318,-47.569965
1,18.668812,-40.5018
0,60.97234,-27.409399
0,32.672173,67.39712
1,-3.7736256,-35.42121
1,-8.372426,-71.45776
1,30.067293,-22.868551
1,7.963942,-58.826492
1,20.787342,-52.73514
2,83.51675,-20.901962
0,76.48096,-0.07236704
0,35.6702,70.708725
0,71.68358,5.142043
1,37.13986,-31.833145
1,69.93549,9.826166
1,26.763382,-55.267715
2,78.01821,-19.356426
0,8.1515,-18.402267
0,-33.02987,-6.974026
0,-85.71213,-5.305539
0,-74.22837,-10.865897
0,-28.302082,-37.679367
0,-66.83111,11.480821
0,-76.65579,-0.77801913
0,-41.553913,3.177905
0,-81.897446,-1.703782
0,-66.82227,-27.575697
0,-21.993034,7.4319544
0,-41.01558,5.765693
0,-83.17919,-6.531419
0,-19.41959,-11.9962015
0,2.8902016,12.693536
0,-32.52913,-34.62568
0,-29.411789,-9.492838
0,55.244095,-28.558437
0,20.53662,-4.357405
0,-32.592392,-2.252269
0,-57.24012,14.237217
0,-73.34079,10.951145
0,-50.75162,0.77947056
0,32.646866,4.90841
0,-0.9309259,-16.293367
0,20.357496,1.6350579
0,-71.30113,31.491037
0,-68.450264,-26.688816
0,-43.572174,9.138052
0,-29.087608,-12.512779
0,-78.74713,-4.358762
0,-52.683884,-17.62821
0,12.593828,26.53176
0,-38.572983,-17.073917
0,-73.060974,17.387457
0,33.025314,4.9461675
0,-79.47241,-2.183859
0,-15.650871,25.177296
0,-46.072224,-25.234451
0,-45.31647,-19.656641
0,-6.318946,8.290132
0,-6.841591,-16.550932
0,-48.394646,-2.6313646
0,-9.131168,-3.1319368
0,-45.908073,-14.690464
0,-78.34569,1.9883766
0,33.358276,5.6567564
0,-49.99875,-25.658426
0,5.5822716,29.224333
0,-32.62891,-33.386326
0,-80.39552,-3.41987
0,-67.10905,-8.573857
0,-57.387005,-5.429528
0,-68.61153,-24.522175
0,47.117474,8.22613
0,12.727128,49.077526
0,-30.357418,-34.808315
0,-77.894875,-5.7813716
0,-24.21185,-14.7116375
0,-48.97839,-9.719717
0,-51.087906,-24.519836
0,-40.584576,-23.828152
0,-77.269806,-1.5300659
0,-27.757929,-6.4486947
1,44.211918,-46.365875
0,16.889908,6.6079965
0,10.347779,6.5838704
0,14.390652,42.648067
0,10.604343,-11.95227
0,63.488335,43.456684
0,-69.03122,-23.596487
0,-22.045279,23.072412
0,-22.87801,8.518684
0,-28.55579,-8.053767
0,-14.821128,13.771785
0,-40.3042,-5.127262
0,-34.312477,15.701523
0,-4.3008394,-17.031406
0,-70.93245,-24.345043
0,48.621147,33.043167
0,-82.1142,0.6003705
0,-55.922318,45.37662
0,-53.273865,-5.1449585
0,-48.5996,2.580698
0,-62.290607,4.922425
0,-85.10076,-6.4159656
0,-64.16531,-4.9531918
0,5.3220057,12.665848
0,-65.492256,-12.323026
0,-57.690678,2.2755754
0,-81.90206,18.929186
0,-15.433202,-11.37163
0,22.261824,-0.32949516
0,-83.15572,-7.589591
